port_id,name,country,latitude,longitude
wpi:45820,Dakar,Senegal,14.683332999999999,-17.433333000000001
wpi:48465,Kharg Island Oil Terminal,Iran,29.233332999999998,50.333333000000003
wpi:48450,Bandar-E Mahshahr,Iran,30.466667000000001,49.183332999999998
wpi:41820,Itea,Greece,38.433332999999998,22.416667000000000
wpi:41550,Dubrovnik,Croatia,42.666666999999997,18.083333000000000
wpi:39590,Livorno,Italy,43.542000000000002,10.289999999999999
wpi:39025,Monaco,Monaco,43.733333000000002,7.416667000000000
wpi:37770,La Coruna,Spain,43.366667000000000,-8.400000000000000
wpi:37120,Le Verdon,France,45.549999999999997,-1.050000000000000
wpi:42345,Astakos,Greece,38.483333000000002,21.100000000000001
wpi:41800,Mesolongion,Greece,38.366667000000000,21.416667000000000
wpi:45350,Abu Khammash,Libya,33.066667000000002,11.816667000000001
wpi:45819,M Bao Oil Terminal,Senegal,14.716666999999999,-17.399999999999999
wpi:46237,Agbami Oil Terminal,Nigeria,3.466667000000000,5.566667000000000
wpi:42890,Andros,Greece,37.833333000000003,24.949999999999999
wpi:37960,Oporto,Portugal,41.149999999999999,-8.666667000000000
wpi:60240,Lushun,China,38.783332999999999,121.250000000000000
wpi:51501,Belanak Field Terminal,Indonesia,4.150000000000000,106.250000000000000
wpi:39820,Fiumicino,Italy,41.771999999999998,12.214000000000000
wpi:46900,Chinde,Mozambique,-18.566666999999999,36.500000000000000
wpi:47420,Maintirano,Madagascar,-18.066666999999999,44.016666999999998
wpi:47590,Maroantsetra,Madagascar,-15.449999999999999,49.816667000000002
wpi:52240,Kendari,Indonesia,-3.966667000000000,122.583332999999996
wpi:61360,Choshi,Japan,35.733333000000002,140.849999999999994
wpi:61555,Amagasaki,Japan,34.700000000000003,135.383332999999993
wpi:44965,Dhekelia,Cyprus,34.966667000000001,33.716667000000001
wpi:45100,Ashdod,Israel,31.816666999999999,34.649999999999999
wpi:45620,Mostaganem,Algeria,35.933332999999998,0.083333000000000
